surah_number,ayah_number,arabic_uthmani,blank,english_saheeh_international
2,57,وَظَلَّلنا عَلَيكُمُ الغَمامَ وَأَنزَلنا عَلَيكُمُ المَنَّ وَالسَّلوىٰ ۖ كُلوا مِن طَيِّباتِ ما رَزَقناكُم ۖ وَما ظَلَمونا وَلٰكِن كانوا أَنفُسَهُم يَظلِمونَ,w-ẓallalnā ʿalaykumul-ghamām w-ʾanzalnā ʿalaykumul-mann w-s-salwā kulū m ṭayyibātimā razaqnākum w-mā ẓalamūnā w-lāk kānū ʾanfusahum yaẓlimūn,"And We shaded you with clouds and sent down to you manna and quails, saying, ""Eat from the good things with which We have provided you."" And they wronged Us not - but they were only wronging themselves"
2,58,وَإِذ قُلنَا ادخُلوا هٰذِهِ القَريَةَ فَكُلوا مِنها حَيثُ شِئتُم رَغَدًا وَادخُلُوا البابَ سُجَّدًا وَقولوا حِطَّةٌ نَغفِر لَكُم خَطاياكُم ۚ وَسَنَزيدُ المُحسِنينَ,w-ʾidh qulnā dkhulū hādhihil-qaryat f-kulū minhā ḥayth shiʾtum raghad w-dkhulūl-bāb sujjad w-qūlū ḥiṭṭat naghfir lakum khaṭāyākum w-s-nazīdul-muḥsinīn,"And recall when We said, ""Enter this city and eat from it wherever you will in ease and abundance, and enter the gate bowing humbly and say, 'Relieve us of our burdens.' We will then forgive your sins for you, and We will increase the doers of good in goodness and reward"
2,59,فَبَدَّلَ الَّذينَ ظَلَموا قَولًا غَيرَ الَّذي قيلَ لَهُم فَأَنزَلنا عَلَى الَّذينَ ظَلَموا رِجزًا مِنَ السَّماءِ بِما كانوا يَفسُقونَ,f-baddalalladhīn ẓalamū qawl ghayralladhī qīl lahum f-ʾanzalnā ʿalālladhīn ẓalamū rijzam-min s-samāʾ b-mā kānū yafsuqūn,"But those who wronged changed those words to a statement other than that which had been said to them, so We sent down upon those who wronged a punishment from the sky because they were defiantly disobeying"
2,60,۞ وَإِذِ استَسقىٰ موسىٰ لِقَومِهِ فَقُلنَا اضرِب بِعَصاكَ الحَجَرَ ۖ فَانفَجَرَت مِنهُ اثنَتا عَشرَةَ عَينًا ۖ قَد عَلِمَ كُلُّ أُناسٍ مَشرَبَهُم ۖ كُلوا وَاشرَبوا مِن رِزقِ اللَّهِ وَلا تَعثَوا فِي الأَرضِ مُفسِدينَ,w-ʾidh stasqā mūsā l-qawmihī f-qulnā ḍrib b-ʿaṣākal-ḥajar f-nfajarat minh thnatā ʿashrat ʿayn qad ʿalim kull ʾunās mashrabahum kulū w-shrabū m rizq llāh w-lā taʿthaw fīl-ʾarḍ mufsidīn,"And recall when Moses prayed for water for his people, so We said, ""Strike with your staff the stone."" And there gushed forth from it twelve springs, and every people knew its watering place. ""Eat and drink from the provision of Allah, and do not commit abuse on the earth, spreading corruption"
2,61,وَإِذ قُلتُم يا موسىٰ لَن نَصبِرَ عَلىٰ طَعامٍ واحِدٍ فَادعُ لَنا رَبَّكَ يُخرِج لَنا مِمّا تُنبِتُ الأَرضُ مِن بَقلِها وَقِثّائِها وَفومِها وَعَدَسِها وَبَصَلِها ۖ قالَ أَتَستَبدِلونَ الَّذي هُوَ أَدنىٰ بِالَّذي هُوَ خَيرٌ ۚ اهبِطوا مِصرًا فَإِنَّ لَكُم ما سَأَلتُم ۗ وَضُرِبَت عَلَيهِمُ الذِّلَّةُ وَالمَسكَنَةُ وَباءوا بِغَضَبٍ مِنَ اللَّهِ ۗ ذٰلِكَ بِأَنَّهُم كانوا يَكفُرونَ بِآياتِ اللَّهِ وَيَقتُلونَ النَّبِيّينَ بِغَيرِ الحَقِّ ۗ ذٰلِكَ بِما عَصَوا وَكانوا يَعتَدونَ,w-ʾidh qultum yā-mūsā l naṣbir ʿalā ṭaʿām wāḥid f-dʿ lanā rabbak yukhrij lanā mimmā tunbitul-ʾarḍ m baqlihā w-qiththāʾihā w-fūmihā w-ʿadasihā w-baṣalihā qāl ʾ-tastabdilūnalladhī huw ʾadnā b-lladhī huw khayr- hbiṭū miṣr f-ʾinn lakum mā saʾaltum w-ḍuribat ʿalayhim dh-dhillat w-l-maskanat w-bāʾū b-ghaḍab min llāh dhālik b-ʾannahum kānū yakfurūn b-ʾāyāt llāh w-yaqtulūn n-nabiyyīn b-ghayril-ḥaqq dhālik b-mā ʿaṣaw w-kānū yaʿtadūn,"And recall when you said, ""O Moses, we can never endure one kind of food. So call upon your Lord to bring forth for us from the earth its green herbs and its cucumbers and its garlic and its lentils and its onions."" Moses said, ""Would you exchange what is better for what is less? Go into any settlement and indeed, you will have what you have asked."" And they were covered with humiliation and poverty and returned with anger from Allah upon them. That was because they repeatedly disbelieved in the signs of Allah and killed the prophets without right. That was because they disobeyed and were habitually transgressing"
2,62,إِنَّ الَّذينَ آمَنوا وَالَّذينَ هادوا وَالنَّصارىٰ وَالصّابِئينَ مَن آمَنَ بِاللَّهِ وَاليَومِ الآخِرِ وَعَمِلَ صالِحًا فَلَهُم أَجرُهُمِ عِندَ رَبِّهِم وَلا خَوفٌ عَلَيهِم وَلا هُم يَحزَنونَ,ʾinnalladhīn ʾāmanū w-lladhīn hādū w-n-naṣārā w-ṣ-ṣābiʾīn m ʾāman b-llāh w-l-yawmil-ʾākhir w-ʿamil ṣāliḥ f-lahum ʾajruhum ʿind rabbihim w-lā khawf ʿalayhim w-lā hum yaḥzanūn,"Indeed, those who believed and those who were Jews or Christians or Sabeans before Prophet Muhammad - those among them who believed in Allah and the Last Day and did righteousness - will have their reward with their Lord, and no fear will there be concerning them, nor will they grieve"
2,63,وَإِذ أَخَذنا ميثاقَكُم وَرَفَعنا فَوقَكُمُ الطّورَ خُذوا ما آتَيناكُم بِقُوَّةٍ وَاذكُروا ما فيهِ لَعَلَّكُم تَتَّقونَ,w-ʾidh ʾakhadhnā mīthāqakum w-rafaʿnā fawqakum ṭ-ṭūr khudhū mā ʾātaynākum b-quwwat w-dhkurū mā fīh laʿallakum tattaqūn,"And recall when We took your covenant, O Children of Israel, to abide by the Torah and We raised over you the mount, saying, ""Take what We have given you with determination and remember what is in it that perhaps you may become righteous"
2,64,ثُمَّ تَوَلَّيتُم مِن بَعدِ ذٰلِكَ ۖ فَلَولا فَضلُ اللَّهِ عَلَيكُم وَرَحمَتُهُ لَكُنتُم مِنَ الخاسِرينَ,thumm tawallaytum m baʿd dhālik f-law-lā faḍl llāh ʿalaykum w-raḥmatuhū l-kuntum minal-khāsirīn,"Then you turned away after that. And if not for the favor of Allah upon you and His mercy, you would have been among the losers"
2,65,وَلَقَد عَلِمتُمُ الَّذينَ اعتَدَوا مِنكُم فِي السَّبتِ فَقُلنا لَهُم كونوا قِرَدَةً خاسِئينَ,w-l-qad ʿalimtumulladhīn ʿtadaw minkum fī s-sabt f-qulnā lahum kūnū qiradat khāsiʾīn,"And you had already known about those who transgressed among you concerning the sabbath, and We said to them, ""Be apes, despised"
2,66,فَجَعَلناها نَكالًا لِما بَينَ يَدَيها وَما خَلفَها وَمَوعِظَةً لِلمُتَّقينَ,f-jaʿalnāhā nakāl l-mā bayn yadayhā w-mā khalfahā w-mawʿiẓat l-l-muttaqīn,And We made it a deterrent punishment for those who were present and those who succeeded them and a lesson for those who fear Allah
2,67,وَإِذ قالَ موسىٰ لِقَومِهِ إِنَّ اللَّهَ يَأمُرُكُم أَن تَذبَحوا بَقَرَةً ۖ قالوا أَتَتَّخِذُنا هُزُوًا ۖ قالَ أَعوذُ بِاللَّهِ أَن أَكونَ مِنَ الجاهِلينَ,w-ʾidh qāl mūsā l-qawmihī ʾinn llāh yaʾmurukum ʾ tadhbaḥū baqarat qālū ʾ-tattakhidhunā huzuw qāl ʾaʿūdh b-llāh ʾ ʾakūn minal-jāhilīn,"And recall when Moses said to his people, ""Indeed, Allah commands you to slaughter a cow."" They said, ""Do you take us in ridicule?"" He said, ""I seek refuge in Allah from being among the ignorant"
2,68,قالُوا ادعُ لَنا رَبَّكَ يُبَيِّن لَنا ما هِيَ ۚ قالَ إِنَّهُ يَقولُ إِنَّها بَقَرَةٌ لا فارِضٌ وَلا بِكرٌ عَوانٌ بَينَ ذٰلِكَ ۖ فَافعَلوا ما تُؤمَرونَ,qālū dʿ lanā rabbak yubayy lanā mā hiy qāl ʾinnahū yaqūl ʾinnahā baqarat lā fāriḍ w-lā bikr ʿawān bayn dhālik f-fʿalū mā tuʾmarūn,"They said, ""Call upon your Lord to make clear to us what it is."" Moses said, ""Allah says, 'It is a cow which is neither old nor virgin, but median between that,' so do what you are commanded"
2,69,قالُوا ادعُ لَنا رَبَّكَ يُبَيِّن لَنا ما لَونُها ۚ قالَ إِنَّهُ يَقولُ إِنَّها بَقَرَةٌ صَفراءُ فاقِعٌ لَونُها تَسُرُّ النّاظِرينَ,qālū dʿ lanā rabbak yubayy lanā mā lawnuhā qāl ʾinnahū yaqūl ʾinnahā baqarat ṣafrāʾ fāqiʿ lawnuhā tasurr n-nāẓirīn,"They said, ""Call upon your Lord to show us what is her color."" He said, ""He says, 'It is a yellow cow, bright in color - pleasing to the observers"
2,70,قالُوا ادعُ لَنا رَبَّكَ يُبَيِّن لَنا ما هِيَ إِنَّ البَقَرَ تَشابَهَ عَلَينا وَإِنّا إِن شاءَ اللَّهُ لَمُهتَدونَ,qālū dʿ lanā rabbak yubayy lanā mā hiy ʾinnal-baqar tashābah ʿalaynā w-ʾinnā ʾ shāʾ llāh l-muhtadūn,"They said, ""Call upon your Lord to make clear to us what it is. Indeed, all cows look alike to us. And indeed we, if Allah wills, will be guided"
2,71,قالَ إِنَّهُ يَقولُ إِنَّها بَقَرَةٌ لا ذَلولٌ تُثيرُ الأَرضَ وَلا تَسقِي الحَرثَ مُسَلَّمَةٌ لا شِيَةَ فيها ۚ قالُوا الآنَ جِئتَ بِالحَقِّ ۚ فَذَبَحوها وَما كادوا يَفعَلونَ,qāl ʾinnahū yaqūl ʾinnahā baqarat lā dhalūl tuthīrul-ʾارḍ w-lā tasqīl-ḥarth musallamat lā shiyat fīhā qālūl-ʾān jiʾt b-l-ḥaqq f-dhabaḥūhā w-mā kādū yafʿalūn,"He said, ""He says, 'It is a cow neither trained to plow the earth nor to irrigate the field, one free from fault with no spot upon her.' "" They said, ""Now you have come with the truth."" So they slaughtered her, but they could hardly do it"
2,72,وَإِذ قَتَلتُم نَفسًا فَادّارَأتُم فيها ۖ وَاللَّهُ مُخرِجٌ ما كُنتُم تَكتُمونَ,w-ʾidh qataltum nafs f-ddāraʾtum fīhā w-llāh mukhrij mā kuntum taktumūn,"And recall when you slew a man and disputed over it, but Allah was to bring out that which you were concealing"
2,73,فَقُلنَا اضرِبوهُ بِبَعضِها ۚ كَذٰلِكَ يُحيِي اللَّهُ المَوتىٰ وَيُريكُم آياتِهِ لَعَلَّكُم تَعقِلونَ,f-qulnā ḍribūh b-baʿḍihā k-dhālik yuḥy llāhul-mawtā w-yurīkum ʾāyātihī laʿallakum taʿqilūn,"So, We said, ""Strike the slain man with part of it."" Thus does Allah bring the dead to life, and He shows you His signs that you might reason"
2,74,ثُمَّ قَسَت قُلوبُكُم مِن بَعدِ ذٰلِكَ فَهِيَ كَالحِجارَةِ أَو أَشَدُّ قَسوَةً ۚ وَإِنَّ مِنَ الحِجارَةِ لَما يَتَفَجَّرُ مِنهُ الأَنهارُ ۚ وَإِنَّ مِنها لَما يَشَّقَّقُ فَيَخرُجُ مِنهُ الماءُ ۚ وَإِنَّ مِنها لَما يَهبِطُ مِن خَشيَةِ اللَّهِ ۗ وَمَا اللَّهُ بِغافِلٍ عَمّا تَعمَلونَ,thumm qasat qulūbukum m baʿd dhālik f-hiy k-l-ḥijārat ʾaw ʾashadd qaswat w-ʾinn minal-ḥijārat l-mā yatafajjar minhul-ʾanhār w-ʾinn minhā l-mā yashshaqqaq f-yakhruj minhul-māʾ w-ʾinn minhā l-mā yahbiṭ m khashyat llāh w-mā llāh b-ghāfil ʿammā taʿmalūn,"Then your hearts became hardened after that, being like stones or even harder. For indeed, there are stones from which rivers burst forth, and there are some of them that split open and water comes out, and there are some of them that fall down for fear of Allah. And Allah is not unaware of what you do"
2,75,۞ أَفَتَطمَعونَ أَن يُؤمِنوا لَكُم وَقَد كانَ فَريقٌ مِنهُم يَسمَعونَ كَلامَ اللَّهِ ثُمَّ يُحَرِّفونَهُ مِن بَعدِ ما عَقَلوهُ وَهُم يَعلَمونَ,ʾ-f-taṭmaʿūn ʾ yuʾminū lakum w-qad kān farīq minhum yasmaʿūn kalām llāh thumm yuḥarrifūnahū m baʿd mā ʿaqalūh w-hum yaʿlamūn,"Do you covet the hope, O believers, that they would believe for you while a party of them used to hear the words of Allah and then distort the Torah after they had understood it while they were knowing"
2,76,وَإِذا لَقُوا الَّذينَ آمَنوا قالوا آمَنّا وَإِذا خَلا بَعضُهُم إِلىٰ بَعضٍ قالوا أَتُحَدِّثونَهُم بِما فَتَحَ اللَّهُ عَلَيكُم لِيُحاجّوكُم بِهِ عِندَ رَبِّكُم ۚ أَفَلا تَعقِلونَ,w-ʾidhā laqūlladhīn ʾāmanū qālū ʾāmannā w-ʾidhā khalā baʿḍuhum ʾilā baʿḍ qālū ʾ-tuḥaddithūnahum b-mā fataḥ llāh ʿalaykum l-yuḥājjūkum bihī ʿind rabbikum ʾ-f-lā taʿqilūn,"And when they meet those who believe, they say, ""We believe""; but when they are alone with one another, they say, ""Do you talk to them about what Allah has revealed to you so they can argue with you about it before your Lord?"" Then will you not reason"
2,77,أَوَلا يَعلَمونَ أَنَّ اللَّهَ يَعلَمُ ما يُسِرّونَ وَما يُعلِنونَ,ʾ-w-lā yaʿlamūn ʾann llāh yaʿlam mā yusirrūn w-mā yuʿlinūn,But do they not know that Allah knows what they conceal and what they declare
2,78,وَمِنهُم أُمِّيّونَ لا يَعلَمونَ الكِتابَ إِلّا أَمانِيَّ وَإِن هُم إِلّا يَظُنّونَ,w-minhum ʾummiyyūn lā yaʿlamūnal-kitāb ʾillā ʾamāniyy w-ʾ hum ʾillā yaẓunnūn,"And among them are unlettered ones who do not know the Scripture except in wishful thinking, but they are only assuming"
2,79,فَوَيلٌ لِلَّذينَ يَكتُبونَ الكِتابَ بِأَيديهِم ثُمَّ يَقولونَ هٰذا مِن عِندِ اللَّهِ لِيَشتَروا بِهِ ثَمَنًا قَليلًا ۖ فَوَيلٌ لَهُم مِمّا كَتَبَت أَيديهِم وَوَيلٌ لَهُم مِمّا يَكسِبونَ,f-wayl l-lladhīn yaktubūnal-kitāb b-ʾaydīhim thumm yaqūlūn hādhā m ʿind llāh l-yashtarū bihī thaman qalīl f-wayl lahum mimmā katabat ʾaydīhim w-wayl lahum mimmā yaksibūn,"So woe to those who write the ""scripture"" with their own hands, then say, ""This is from Allah,"" in order to exchange it for a small price. Woe to them for what their hands have written and woe to them for what they earn"
2,80,وَقالوا لَن تَمَسَّنَا النّارُ إِلّا أَيّامًا مَعدودَةً ۚ قُل أَتَّخَذتُم عِندَ اللَّهِ عَهدًا فَلَن يُخلِفَ اللَّهُ عَهدَهُ ۖ أَم تَقولونَ عَلَى اللَّهِ ما لا تَعلَمونَ,w-qālū l tamassanā n-nār ʾillā ʾayyāmam-maʿdūdat qul ʾ-ttakhadhtum ʿind llāh ʿahd f-l yukhlif llāh ʿahdahū ʾam taqūlūn ʿalā llāh mā lā taʿlamūn,"And they say, ""Never will the Fire touch us, except for a few days."" Say, ""Have you taken a covenant with Allah? For Allah will never break His covenant. Or do you say about Allah that which you do not know"
